ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
1,Module 5. Giải quyết vấn đề,5,1,"Theo tài liệu, ""lỗi phần mềm"" hay ""bug"" là gì?","Mật mã học chỉ áp dụng cho văn bản, trong khi steganography có thể dùng cho hình ảnh và âm thanh.",Một sai sót hoặc khiếm khuyết khiến chương trình tạo ra kết quả không chính xác hoặc không mong muốn,Các kim loại có tính chất hóa học đối kháng nhau và không thể được sử dụng cùng lúc trong một thiết bị.,"Misinformation là thông tin sai về khoa học, trong khi Disinformation là thông tin sai về chính trị.",B,Một sai sót hoặc khiếm khuyết khiến chương trình tạo ra kết quả không chính xác hoặc không mong muốn
2,Module 5. Giải quyết vấn đề,5,1,Nguyên nhân nào được xem là phổ biến nhất gây ra lỗi phần mềm?,Xung đột phần mềm,Vấn đề tương thích,Lỗi lập trình,Lỗi phần cứng,C,Lỗi lập trình
3,Module 5. Giải quyết vấn đề,5,1,Lỗi xảy ra khi hai hoặc nhiều chương trình được cài đặt trên cùng một hệ thống không tương thích với nhau được gọi là gì?,Lỗi lập trình,Lỗi cú pháp,Xung đột phần mềm,Mục tiêu nội dung,C,Xung đột phần mềm
4,Module 5. Giải quyết vấn đề,5,1,"Lỗi nào được mô tả là ""khó nhằn"" nhất vì chương trình vẫn chạy nhưng cho ra kết quả sai?",Lỗi Logic (Logical Errors),Lỗi Cú pháp (Syntax Errors),Chọn quá nhiều dữ liệu,Đánh giá phương tiện di chuyển,A,Lỗi Logic (Logical Errors)
5,Module 5. Giải quyết vấn đề,5,1,Việc quên dấu chấm phẩy (;) ở cuối một câu lệnh trong C++ hoặc Java là ví dụ của loại lỗi nào?,Lỗi Logic,Lỗi Cú pháp,Sleep Mode,Tên tác giả,B,Lỗi Cú pháp
6,Module 5. Giải quyết vấn đề,5,1,"Lỗi chỉ xuất hiện khi chương trình đang thực thi, ví dụ như cố gắng chia một số cho 0, được gọi là gì?",Dữ liệu (Data).,Cảm biến mặt đất.,Lỗi Thời gian chạy,Lỗi Giao diện người dùng,C,Lỗi Thời gian chạy
7,Module 5. Giải quyết vấn đề,5,1,Một nút bấm không hoạt động hoặc văn bản bị lệch ra khỏi khung là ví dụ của loại lỗi nào?,Khả năng sáng tạo kịch bản video,Các công ty công nghệ phần cứng.,Chỉ giao tiếp qua các ấn phẩm in,Lỗi Giao diện người dùng (UI Errors),D,Lỗi Giao diện người dùng (UI Errors)
8,Module 5. Giải quyết vấn đề,5,1,"Khi một chương trình hoạt động đúng chức năng nhưng rất chậm hoặc tốn nhiều bộ nhớ, nó đang gặp phải loại lỗi nào?",Lỗi Hiệu năng (Performance Errors),Tối ưu hóa công cụ tìm kiếm (SEO).,Năng lực hành động và phản ứng.,Lỗi Thời gian chạy (Runtime Errors),A,Lỗi Hiệu năng (Performance Errors)
9,Module 5. Giải quyết vấn đề,5,1,Dấu hiệu nào được xem là rõ ràng nhất cho thấy một chương trình đang có lỗi?,Đảm bảo công ty tuân thủ tất cả các quy định pháp lý về bảo vệ dữ liệu.,Khuyến khích người tiêu dùng mua sắm nhiều hơn để thúc đẩy sản xuất.,Chương trình hoặc hệ điều hành hiển thị thông báo lỗi (Error Messages),Sức khỏe thể chất và tâm lý của người dùng khi tương tác với công nghệ.,C,Chương trình hoặc hệ điều hành hiển thị thông báo lỗi (Error Messages)
10,Module 5. Giải quyết vấn đề,5,1,"Khi một chương trình đột ngột dừng lại và cửa sổ ứng dụng không còn phản hồi với bất kỳ thao tác nào, đây là dấu hiệu gì?",Giám sát và góp ý một cách có trách nhiệm,Bám theo lịch trình đào tạo đã có.,Ứng dụng bị treo (Application Freeze),Không có hậu quả gì nghiêm trọng.,C,Ứng dụng bị treo (Application Freeze)
