ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
1,Module 4. An toàn,4,1,Hãy cho biết phương thức chính mà kẻ tấn công sử dụng để cài đặt mã độc memory-scraper lên các thiết bị PoS sau khi đã xâm nhập vào mạng nội bộ của tổ chức?,Gửi email giả dạng người tìm việc đính kèm mã độc.,Khai thác lỗ hổng trong phần mềm quản lý bán hàng.,Tấn công vật lý vào các thiết bị đầu cuối PoS.,Sử dụng mạng không dây không an toàn để xâm nhập.,B,Khai thác lỗ hổng trong phần mềm quản lý bán hàng.
2,Module 4. An toàn,4,1,Hãy cho biết lý do chính khiến các tổ chức y tế trở thành nạn nhân của các cuộc tấn công ransomware?,Hạn chế sự sáng tạo của lập trình viên.,Giảm giá thành sản phẩm liên tục.,Khả năng tự động sửa lỗi kỹ thuật.,Trả tiền chuộc để khôi phục dữ liệu.,D,Trả tiền chuộc để khôi phục dữ liệu.
3,Module 4. An toàn,4,1,"Người dùng thường mắc lỗi phổ biến là sử dụng mật khẩu mặc định đối với các thiết bị mạng gia đình, việc này có thể dẫn đến những rủi ro nào dưới đây?",Làm hỏng phần cứng của thiết bị.,Tinh chỉnh các thuật toán lập trình.,Chiếm quyền điều khiển thiết bị.,Giảm thiểu rủi ro (Risk mitigation).,C,Chiếm quyền điều khiển thiết bị.
4,Module 4. An toàn,4,1,"Hãy cho biết nguyên nhân nào dưới đây khiến cho Cơ quan Quản lý An toàn Giao thông Đường bộ Quốc gia (NHTSA) phải thu hồi 1,4 triệu xe ô tô? Chọn đáp án đúng nhất",Vấn đề về túi khí không hoạt động đúng cách.,Lỗi sản xuất trong hệ thống phanh của xe.,Lỗ hổng bảo mật cho phép điều khiển xe từ xa.,Khi bạn làm việc một mình và không chia sẻ file,C,Lỗ hổng bảo mật cho phép điều khiển xe từ xa.
5,Module 4. An toàn,4,1,"Botnet Mirai, nổi tiếng với việc tạo ra các cuộc tấn công từ chối dịch vụ (DDoS) quy mô lớn, chủ yếu khai thác lỗ hổng từ loại thiết bị nào?",Điện thoại thông minh (smartphones) chạy Android.,Máy tính cá nhân (PC) và máy tính xách tay (laptop).,"Các thiết bị IoT (như camera IP, bộ định tuyến).",Mức độ bảo mật thấp hơn so với thuật toán băm.,C,"Các thiết bị IoT (như camera IP, bộ định tuyến)."
6,Module 4. An toàn,4,1,Các cuộc tấn công chuyển tiếp tín hiệu (Relay Attack) nhắm vào hệ thống PKES (Passive Keyless Entry) được thực hiện thành công là do ...?,Các kim loại có tính chất hóa học đối kháng nhau và không thể được sử dụng cùng lúc trong một thiết bị.,Tín hiệu giữa chìa khóa và xe ô tô không được mã hóa.,"Hệ thống chỉ xác thực sự hiện diện của chìa khóa, không xác thực khoảng cách (hoặc thời gian trễ) của tín hiệu.",Hệ thống PKES bị gây nhiễu (jamming) khiến nó tự động mở khóa.,C,"Hệ thống chỉ xác thực sự hiện diện của chìa khóa, không xác thực khoảng cách (hoặc thời gian trễ) của tín hiệu."
7,Module 4. An toàn,4,1,Hãy cho biết lý do chính khiến các sản phẩm chống virus truyền thống thường có tỷ lệ phát hiện thấp đối với phần mềm độc hại?,Chỉ kiểm tra các tệp đính kèm email.,Quảng cáo sản phẩm/dịch vụ của mình,Chưa có mẫu cho mối đe dọa mới. ,"Coursera, edX, MIT Open Courseware.",C,Chưa có mẫu cho mối đe dọa mới. 
8,Module 4. An toàn,4,1,Hãy cho biết lựa chọn nào dưới đây liên quan đến tấn công mạng?,Chơi game trên điện thoại trong nhiều giờ liên tục.,Sử dụng cùng một mật khẩu cho tất cả các tài khoản,Thông tin thẻ thanh toán bị kẻ tấn công mạng đánh cắp.,Phản hồi chính sách thông qua cổng thông tin điện tử,C,Thông tin thẻ thanh toán bị kẻ tấn công mạng đánh cắp.
9,Module 4. An toàn,4,1,Hãy cho biết lỗ hổng nghiêm trọng xuất hiện trên máy tính Apple liên quan đến tính năng nào dưới đây?,Sự linh hoạt và khả năng thay đổi trong quá trình thực hiện,Sử dụng từ viết tắt trong khi nhắn tin với bạn bè thân thiết.,Tính năng tiết kiệm năng lượng khi máy khởi động từ chế độ ngủ.,Tất cả các thông tin được lưu trữ trên máy tính hoặc điện thoại.,C,Tính năng tiết kiệm năng lượng khi máy khởi động từ chế độ ngủ.
10,Module 4. An toàn,4,1,"Hãy cho biết lựa chọn nào dưới đây mô tả đầy đủ nhất liên quan đến một mạng lưới lỏng lẻo của những kẻ tấn công, trộm danh tính và lừa đảo tài chính?",Nhà hoạt động tin tặc (Hactivists).,Không cần theo dõi deadline nữa,Tội phạm mạng (Cybercriminals).,Khủng bố mạng (Cyberterrorists).,C,Tội phạm mạng (Cybercriminals).
